"","title","doi"
"986","A combined approach of Interleukin-8 and magnetic resonance neurography to differentiate Guillain-Barré syndrome and chronic inflammatory demyelinating polyneuropathy.","10.1016/j.jns.2025.125675"
"987","Development of a Diagnostic Score for Histoplasmosis in a Cohort of Patients With HIV.","10.1093/ofid/ofaf355"
"988","Obesity indices and cardiometabolic diseases in postmenopausal women in Ilorin, Nigeria.","10.1080/13697137.2025.2496692"
"989","Predicting vector distribution in Europe: at what sample size are species distribution models reliable?","10.3389/fvets.2025.1584864"
"990","Nomogram using bi-modal imaging for predicting low-level HER2 expression status in breast cancer.","10.1016/j.ejrad.2025.112118"
"991","Stable and discriminating OCT-derived radiomics features for predicting anti-VEGF treatment response in diabetic macular edema.","10.1002/mp.17695"
"992","Development and validation of a machine learning model to predict cognitive behavioral therapy outcome in obsessive-compulsive disorder using clinical and neuroimaging data.","10.1016/j.jad.2025.119729"
"993","Predicting cardiovascular events from routine mammograms using machine learning.","10.1136/heartjnl-2025-325705"
"994","Predicting neurodevelopment in very preterm infants using the Test of Infant Motor Performance.","10.1016/j.earlhumdev.2025.106271"
"995","A Machine Learning Model for Post-Concussion Musculoskeletal Injury Risk in Collegiate Athletes.","10.1007/s40279-025-02196-4"
"996","A Novel Ensemble Meta-Model for Enhanced Retinal Blood Vessel Segmentation Using Deep Learning Architectures.","10.3390/biomedicines13010141"
"997","Circulating Tumor DNA as a Prognostic Biomarker for Selecting Participants to Early Phase Clinical Trials.","10.36401/JIPO-25-11"
"998","A Risk Assessment Model for Predicting Perioperative Venous Thromboembolism in Patients Receiving Surgery under Anesthesia Care.","10.1097/ALN.0000000000005480"
"999","Development and validation of a machine learning-based explainable predictive model for long-term net adverse clinical events in patients with high bleeding risk undergoing percutaneous coronary intervention: results from a prospective cohort study.","10.1097/JS9.0000000000002744"
"1000","Predictive Value of Left Atrial Strain for Atrial High-Rate Episodes in Patients With Permanent Cardiac Pacing.","10.1111/jce.70186"
"1001","The establishment of machine learning prognostic prediction models for pineal region tumors based on SEER-A multicenter real-world study.","10.1016/j.ejso.2025.110058"
"1002","Non-invasive PECS model for detection of combined post-capillary pulmonary hypertension.","10.3389/fmed.2025.1660387"
"1003","A Multimodal Model Based on Transvaginal Ultrasound-Based Radiomics to Predict the Risk of Peritoneal Metastasis in Ovarian Cancer: A Multicenter Study.","10.1016/j.acra.2024.12.074"
"1004","Baseline [18F]FP-CIT PET-based deep learning prediction of levodopa-induced dyskinesia in Parkinson's disease.","10.1038/s41531-025-00982-5"
"1005","Stress echocardiography based RV-pulmonary coupling predicts rehospitalization and mortality in HFpEF.","10.1016/j.ijcard.2025.134034"
"1006","CLABpredICU---AI-driven risk prediction for CLABSI in intensive care units based on clinical and biochemical parameters.","10.1016/j.ajic.2025.05.016"
"1007","Development and validation of a risk prediction model for autologous arteriovenous fistula thrombosis in patients receiving maintenance hemodialysis.","10.1080/0886022X.2025.2477832"
"1008","Prevalence of malnutrition and associated factors in Chinese children and adolescents aged 3-14 years using machine learning algorithms.","10.7189/jogh.15.04204"
"1009","Longitudinal analysis of adolescents at high risk of depression: Prediction models.","10.1016/j.apnr.2025.151927"
"1010","Machine learning of immune-related laboratory indicators enables discrimination between pulmonary and extrapulmonary tuberculosis.","10.3389/fmed.2025.1712073"
"1011","Deep Learning on Histologic Slides Accurately Predicts Consensus Molecular Subtypes and Spatial Heterogeneity in Colon Cancer.","10.1016/j.modpat.2025.100877"
"1012","The predictive value of the systemic inflammation-nutrition index for treatment response and prognosis in patients with locally advanced gastrointestinal stromal tumors receiving neoadjuvant imatinib therapy: a dual-center retrospective cohort study.","10.1177/17588359251378286"
"1013","Why does my medical AI look at pictures of birds? Exploring the efficacy of transfer learning across domain boundaries.","10.1016/j.cmpb.2025.108634"
"1014","Role of hypoxia-related differentially expressed genes in pathogenesis of keratoconus and construction of diagnostic models.","10.1016/j.exer.2025.110827"
"1015","Prediction of postoperative delirium after cardiac surgery by the interplay between preoperative plasma p-tau181 and IL-6 and heart-brain axis related factors: results from the prospective observational study FINDERI.","10.1038/s41380-025-03412-3"
"1016","A nomogram for predicting survival in patients with primary testicular lymphoma: A population-based study.","10.1016/j.urolonc.2024.12.274"
"1017","Deep Learning Radiomics Nomogram Based on MRI for Differentiating between Borderline Ovarian Tumors and Stage I Ovarian Cancer: A Multicenter Study.","10.1016/j.acra.2024.12.067"
"1018","Interaction of inflammatory factors related to pulmonary infection and TLR4/NF-κB signaling pathway in patients with spontaneous intracerebral hemorrhage.","10.1016/j.cyto.2024.156851"
"1019","Deep Learning-Based Multimodal Feature Interaction-Guided Fusion: Enhancing the Evaluation of EGFR in Advanced Lung Adenocarcinoma.","10.1016/j.acra.2025.04.071"
"1020","Microvascular Perfusion MRI Improves Therapy Monitoring and Detects Early Recurrences of Gliomas: A Large-Scale Trial of 2000 Follow-Up Examinations.","10.3174/ajnr.A8922"
"1021","Echocardiographic biomarkers for cross-altitude prediction of acute mountain sickness: A prospective cohort study in young males.","10.1016/j.tmaid.2025.102947"
"1022","RIPTOSO: The development of a screening tool for adverse events during forensic-psychiatric inpatient treatments of offenders with schizophrenia spectrum disorders.","10.1016/j.psychres.2025.116537"
"1023","Comparison between vibration-controlled transient elastography and point shear wave elastography for assessment of hepatic fibrosis based on magnetic resonance elastography.","10.14366/usg.25090"
"1024","A novel approach in comparing the performance of bivariate statistical methods, boosting, and stacking models in flood susceptibility assessment.","10.1016/j.jenvman.2025.125670"
"1025","Attention-Guided 3D CNN With Lesion Feature Selection for Early Alzheimer's Disease Prediction Using Longitudinal sMRI.","10.1109/JBHI.2024.3482001"
"1026","Prediction model for safe contrast volume thresholds to prevent postcontrast acute kidney injury after endovascular abdominal aortic aneurysm repair.","10.1016/j.jvs.2025.05.041"
"1027","Transformer-based skeletal muscle deep-learning model for survival prediction in gastric cancer patients after curative resection.","10.1007/s10120-025-01614-w"
"1028","Performance of shock index, lactate and physician's gestalt in predicting adverse events among critically ill adult patients at an Emergency Department in Tanzania.","10.1016/j.afjem.2025.100914"
"1029","Tumor-Agnostic Circulating Tumor DNA Analysis as a Comprehensive Predictive Biomarker of Recurrence after Ablative Radiotherapy for Early-Stage Non-Small Cell Lung Cancer.","10.1016/j.cllc.2025.09.013"
"1030","aMMP-8 self-testing and self-administered questionnaires for periodontitis screening: A diagnostic trial in a Chinese population.","10.1002/jper.70032"
"1031","Development and validation of a nomogram prediction model for perioperative deep vein thrombosis risk in arthroplasty: a retrospective study.","10.3389/fmed.2025.1528154"
"1032","Dynamic HRV Monitoring and Machine Learning Predict NYHA Improvements in Acute Heart Failure Patients.","10.1016/j.compbiomed.2025.109995"
"1033","Risk factors for elbow stiffness after surgery for AO / OTA type C distal humerus fractures.","10.1016/j.injury.2025.112560"
"1034","Associations between the meniscal spatial-specific signal indexes of T2-weighted images and the presence of radiographic knee osteoarthritis.","10.1016/j.ejrad.2025.112294"
"1035","White Matter Microstructural Alterations Are Linked to Cognitive Impairment in Patients with Fabry Disease: an Automated Fiber Quantification Study.","10.1007/s00062-025-01593-6"
"1036","Pre-procedural abnormal von Willebrand factor function predicts clinical outcomes after Transcatheter Aortic Valve Implantation: a prospective cohort study.","10.3389/fcvm.2025.1576921"
"1037","Machine learning prediction of rapid HBsAg seroclearance at week 24 in inactive carriers treated with pegylated interferon.","10.1007/s12072-025-10936-x"
"1038","An immunometabolism-related signature for renal clear cell carcinoma diagnosis and therapeutic target.","10.1002/ccs3.70047"
"1039","Predicting peri-implantitis incidence and implant failure via risk-assessment and prognostication tools: A validation study.","10.1002/jper.70047"
"1040","Application of Quantitative CT and Machine Learning in the Evaluation and Diagnosis of Polymyositis/Dermatomyositis-Associated Interstitial Lung Disease.","10.1016/j.acra.2025.04.012"
"1041","Construction of risk prediction model and risk score table for infant heart failure hospital death based on white blood cell count to total protein ratio.","10.1016/j.heliyon.2025.e42365"
"1042","Risk factors for acute kidney injury in patients with acute pancreatitis and construction of nomogram model: a single-center study and external validation.","10.3389/fmed.2025.1626664"
"1043","Construction and validation of a nomogram for predicting fatigue in climacteric women.","10.1097/GME.0000000000002493"
"1044","CT-derived extracellular volume fraction as a predictive marker for postoperative recurrence in pStage II-III gastric cancer.","10.1007/s00330-025-11765-0"
"1045","Efficacy analysis of serum ferritin, Hcy, CRP combined with fat ultrasound parameters in predicting metabolic dysfunction-associated steatotic liver disease.","10.3389/fmed.2025.1637694"
"1046","Multicenter validation of a galactomannan chemiluminescence immunoassay for the diagnosis of pulmonary aspergillosis on serum of patients with hematological disease.","10.1128/jcm.01053-24"
"1047","Improved breast cancer diagnosis using a CA15-3 capture antibody-lectin sandwich assay.","10.1007/s10549-025-07672-z"
"1048","Dermoscopic Features and Their Association With Breslow Thickness of Facial Lentigo Maligna in Koreans: A Multi-Center Retrospective Study.","10.1111/1346-8138.17822"
"1049","Identification of key genes associated with atrial fibrillation and hypoxia using WGCNA and machine learning technology.","10.3389/fcvm.2025.1614979"
"1050","Long-term Alzheimer's disease mortality prediction in adults aged ≥60 years: A prospective cohort study benchmarking survival machine learning algorithms.","10.1002/dad2.70229"
"1051","Diagnostic Performance of Angiography-Based Vessel-Fractional Flow Reserve Compared with Various Wire-Based Physiological Assessments.","10.1002/ccd.31534"
"1052","Development of a multimodal fully automated ensemble model to predict EGFR mutation and efficacy of EGFR-TKI in non-small cell lung cancer.","10.21037/tlcr-2025-672"
