"","X","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"7247",9234,"10_1016_j_ejrad_2025_112187",3,1,66,"development","prognostic",0.85,0.74,0.92,84,69,94,85,67,96,"yes","could not determine","Figure 1","no"
"2617",3444,"10_1007_s00261-025-04873-4",3,10,545,"development","prognostic",0.739,NA,NA,90.7,NA,NA,34.6,NA,NA,"yes","could not determine","Figure 4","no"
"7136",9113,"10_1016_j_echo_2025_02_012",4,1,74,"development","diagnostic",0.88,0.8,0.96,96.7,82.8,99.9,43.2,28.3,59,"yes","orange","Figure 3","no"
"4857",6084,"10_3389_fpsyt_2025_1608905",3,10,107,"development","diagnostic",0.904,0.849,0.959,79.07,NA,NA,89.06,NA,NA,"yes","could not determine","Figure 4","no"
"1914",2557,"10_1111_andr_70121",5,3,90,"development","diagnostic",0.914,NA,NA,91.1,NA,NA,80,NA,NA,"yes",NA,"Figure 6B","no"
"7041",8926,"10_1016_j_compbiomed_2025_110859",4,8,154,"internal validation","diagnostic",0.57,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"981",1334,"10_1016_j_ultrasmedbio_2025_09_021",3,15,210,"development","diagnostic",0.65,0.57,0.72,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7a","no"
"2902",3766,"10_1245_s10434-025-17658-2",4,4,1197,"development","prognostic",0.668,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2","no"
"4271",5379,"10_3389_fmed_2025_1623850",5,6,33,"internal validation","diagnostic",0.96,0.91,1,95,NA,NA,86,NA,NA,"yes","could not determine","Figure 2A","no"
"1613",2118,"10_1097_js9_0000000000002026",3,3,849,"development","prognostic",0.78,0.73,0.82,83,64,90,69,62,74,"yes",NA,"Figure 3A","no"
"3219",4152,"10_2196_63352",1,10,270,"internal validation","diagnostic",0.9,NA,NA,80,NA,NA,88,NA,NA,"yes","blue solid","Figure 2","no"
"643",874,"10_1016_j_pan_2025_09_006",1,5,67,"internal validation","prognostic",0.74,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4M","no"
"4191",5298,"10_3389_fmed_2025_1599739",5,4,90,"internal validation","prognostic",0.732,0.627,0.838,53.1,NA,NA,92.6,NA,NA,"yes","red","Figure 7 right","no"
"5006",6270,"10_3390_cancers17020285",3,3,607,"development","prognostic",0.77,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 3 left","no"
"6342",7943,"10_1007_s43657-024-00179-5",5,5,368,"development","prognostic",0.677,NA,NA,73.1,NA,NA,58,NA,NA,"yes","red","Figure 3B","no"
"2083",2783,"10_1007_s00259-025-07154-w",2,1,91,"development","prognostic",0.78,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2B","no"
"5635",7079,"10_1007_s00464-024-11473-8",4,2,226,"internal validation","diagnostic",0.76,0.678,0.841,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"6463",8064,"10_1016_j_acra_2025_06_020",5,6,106,"external validation","diagnostic",0.881,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"3302",4261,"10_3174_ajnr_a8432",5,12,80,"development","diagnostic",0.94,0.88,0.99,88.4,NA,NA,86.5,NA,NA,"yes",NA,"Figure 4A","no"
"664",935,"10_1016_j_radonc_2025_110872",2,2,86,"internal validation","prognostic",0.609,0.486,0.729,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"5765",7296,"10_1007_s00701-025-06566-9",5,3,41,"development","prognostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"3926",5033,"10_1007_s00330-025-11981-8",2,1,124,"development","diagnostic",0.82,0.74,0.9,89,NA,NA,62,NA,NA,"yes","blue","Figure 3a","no"
"3426",4407,"10_3389_fcvm_2025_1619262",3,1,127,"development","prognostic",0.967,0.941,0.994,100,86.8,100,85.1,76.7,91.4,"yes","blue","Figure 4","no"
"4176",5283,"10_3389_fmed_2025_1607734",3,1,175,"internal validation","diagnostic",0.897,NA,NA,69.33,NA,NA,69.31,NA,NA,"yes",NA,"Figure 2A","no"
"1528",2024,"10_1093_ofid_ofaf565",4,1,135,"development","prognostic",0.798,NA,NA,90.7,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 1","no"
"240",342,"10_1016_j_jenvman_2025_125670",1,5,2172,"development","diagnostic",0.9593,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 9","no"
"2595",3422,"10_1186_s13244-025-02063-w",5,19,198,"development","diagnostic",0.98,0.96,1,95,NA,NA,99,NA,NA,"yes","could not determine","Figure 3B","no"
"3556",4618,"10_3389_fendo_2025_1514093",5,7,904,"development","diagnostic",0.715,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"4658",5829,"10_3389_fnut_2025_1662140",1,1,1429,"development","diagnostic",0.679,0.65,0.708,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2","no"
"2192",2905,"10_1136_jnis-2024-022011",1,10,39,"development","diagnostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"5396",6828,"10_15441_ceem_25_075",2,4,135,"development","prognostic",0.827,0.753,0.887,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2A","no"
"1274",1683,"10_1080_0886022x_2025_2474206",4,11,264,"external validation","prognostic",0.667,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4","no"
"2222",2963,"10_1177_00220345251316514",2,3,614,"development","diagnostic",0.67,NA,NA,70,NA,NA,NA,NA,NA,"yes","could not determine","Appendix Figure 5","no"
"4629",5797,"10_3389_fnut_2025_1627624",1,11,56,"development","diagnostic",0.8162,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2k","no"
"6645",8298,"10_1002_ijgo_70196",3,5,163,"external validation","prognostic",0.768,0.658,0.877,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"7272",9259,"10_1016_j_ejrad_2025_112272",1,2,44,"internal validation","diagnostic",0.818,0.758,0.979,83.3,NA,NA,84.6,NA,NA,"yes","red","Figure 3A","no"
"5837",7371,"10_1007_s10096-025-05354-8",5,9,968,"internal validation","diagnostic",0.597,0.492,0.701,41.8,20,63.5,79,67.6,90.5,"yes","could not determine","Figure 5","no"
"2702",3538,"10_1186_s40644-025-00873-1",1,4,30,"development","diagnostic",0.88,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6A and Figure 6C","no"
"4478",5630,"10_3389_fmolb_2025_1684809",4,9,151,"development","prognostic",0.71,0.62,0.79,73,NA,NA,55,NA,NA,"yes","could not determine","Figure 3B","no"
"166",212,"10_1016_j_jad_2025_120197",3,7,448,"development","diagnostic",0.76,NA,NA,76.3,NA,NA,75.7,NA,NA,"yes",NA,"Figure 1","no"
"1472",1942,"10_1007_s00234-025-03698-8",3,20,106,"external validation","diagnostic",0.824,0.725,0.923,57.7,NA,NA,91.2,NA,NA,"yes","could not determine","Figure 4D","no"
"5572",7016,"10_3389_fmolb_2025_1600626",1,12,49,"external validation","prognostic",0.82,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 5I","no"
"4886",6119,"10_3389_fpsyt_2025_1721618",1,8,608,"internal validation","diagnostic",0.7,NA,NA,5.1,NA,NA,98.4,NA,NA,"yes",NA,"Figure 2","no"
"5020",6284,"10_3390_biomedicines13102507",4,5,355,"development","prognostic",0.6869,NA,NA,72.9,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"2473",3298,"10_1186_s13075-025-03478-y",3,5,1155,"development","diagnostic",0.723,0.634,0.812,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"2196",2912,"10_1136_jnis-2024-022022",2,3,343,"external validation","diagnostic",0.783,0.597,0.917,NA,NA,NA,NA,NA,NA,"yes","could not determine","could not determine","no"
"4741",5913,"10_3389_fphar_2025_1540767",2,8,304,"external validation","prognostic",0.684,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4O","no"
"5555",6999,"10_3389_fcell_2025_1677290",1,16,641,"development","prognostic",0.793,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red","Figure 7E","no"
"2372",3188,"10_1177_23259671251344923",5,1,259,"development","diagnostic",0.769,0.705,0.833,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4 left panel","no"
"7620",9718,"10_1016_j_ijmedinf_2025_106018",3,7,2883,"development","prognostic",0.69,0.46,0.91,56,13,100,78,74,80,"yes","could not determine","Figure 4C","no"
"3464",4445,"10_3389_fcvm_2025_1652467",3,3,123,"development","diagnostic",0.795,0.714,0.867,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 13","no"
"7722",9865,"10_1002_ana_27260",2,14,576,"development","prognostic",0.83,0.74,0.9,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4J","no"
"1394",1812,"10_1080_07853890_2025_2566869",4,1,95,"development","prognostic",1,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2D","no"
"7231",9218,"10_1016_j_ejrad_2025_111983",5,1,132,"external validation","diagnostic",0.93,0.88,0.97,86,77,94,95,90,100,"yes","could not determine","Figure 4A","no"
"5842",7376,"10_1007_s10143-025-03719-3",2,2,206,"external validation","prognostic",0.621,0.542,0.701,NA,NA,NA,NA,NA,NA,"yes","pink","Figure 2A","no"
"3997",5104,"10_3389_fmed_2025_1545387",1,2,240,"internal validation","diagnostic",0.72,0.641,0.799,72.5,NA,NA,62.1,NA,NA,"yes","blue","Figure 4B","no"
"2391",3207,"10_1183_23120541_00333-2024",5,4,416,"development","prognostic",0.67,0.6,0.72,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"2166",2870,"10_1136_gutjnl-2025-335598",1,7,469,"development","diagnostic",0.842,0.806,0.875,74,NA,NA,81,NA,NA,"yes","blue","Figure 3D","no"
"4161",5268,"10_3389_fmed_2025_1606336",1,24,1582,"development","diagnostic",0.994,0.993,0.996,NA,NA,NA,98.1,NA,NA,"yes",NA,"Figure 6","no"
"3153",4077,"10_2147_jmdh_s517499",4,5,5436,"development","diagnostic",0.974,NA,NA,95.3,NA,NA,91.3,NA,NA,"yes",NA,"Figure 2","no"
"3960",5067,"10_3389_fmed_2025_1536090",2,3,629,"development","diagnostic",0.575,0.516,0.634,90.8,NA,NA,24.3,NA,NA,"yes","could not determine","Figure 4A","no"
"2358",3155,"10_1177_21925682251325181",5,4,118,"development","diagnostic",0.88,0.82,0.94,78.8,NA,NA,84.7,NA,NA,"yes","could not determine","Figure 3A","no"
"402",595,"10_1016_j_jocmr_2025_101982",5,5,76,"development","diagnostic",0.734,NA,NA,61.1,NA,NA,83.3,NA,NA,"yes",NA,"Figure 7A","no"
"122",168,"10_1016_j_jad_2025_119520",2,2,1051,"development","prognostic",0.7524,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange/red (RF)","Figure 2","no"
"1718",2224,"10_1097_js9_0000000000002101",5,25,449,"development","diagnostic",0.899,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"3965",5072,"10_3389_fmed_2025_1536090",2,8,629,"development","diagnostic",0.737,0.68,0.794,78.6,NA,NA,65.3,NA,NA,"yes","could not determine","Figure 4A","no"
"4969",6229,"10_3390_biomedicines13020273",5,2,92,"development","diagnostic",0.587,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 4","no"
"3753",4832,"10_3389_fendo_2025_1658068",3,2,14498,"internal validation","diagnostic",0.845,0.834,0.855,NA,NA,NA,NA,NA,NA,"yes","green","Figure 1B","no"
"3012",3931,"10_1002_btm2_70029",1,10,50,"development","diagnostic",0.72,0.51,0.9,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3f","no"
"7386",9414,"10_1016_j_ejso_2025_110267",2,2,210,"development","prognostic",0.774,0.702,0.846,NA,NA,NA,NA,NA,NA,"yes","red","Figure 3","no"
"2002",2669,"10_1111_jcpe_14143",3,2,459,"external validation","prognostic",0.77,0.71,0.83,53.57,NA,NA,83.62,NA,NA,"yes","could not determine","Figure 4b","no"
"69",115,"10_1016_j_intimp_2025_115557",3,4,67,"development","diagnostic",0.958,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7E","no"
"6953",8807,"10_1016_j_cmpb_2025_109204",3,16,157,"external validation","diagnostic",0.5,0.41,0.58,92,84,98,7,3,13,"yes","could not determine","Figure 3","no"
"1450",1920,"10_1007_s00234-025-03661-7",2,13,NA,"external validation","prognostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5C","no"
"3215",4148,"10_2196_63352",1,6,270,"internal validation","diagnostic",0.85,NA,NA,90,NA,NA,66,NA,NA,"yes","blue solid","Figure 1","no"
"2195",2911,"10_1136_jnis-2024-022022",2,2,883,"internal validation","diagnostic",0.809,0.716,0.877,NA,NA,NA,NA,NA,NA,"yes","could not determine","could not determine","no"
"3480",4461,"10_3389_fcvm_2025_1620664",4,6,1954,"external validation","prognostic",0.76,0.73,0.8,85,NA,NA,80,NA,NA,"yes","could not determine","Figure 6C","no"
"1258",1667,"10_1080_0886022x_2025_2529452",3,6,384,"internal validation","prognostic",0.859,NA,NA,77.4,NA,NA,78.4,NA,NA,"yes",NA,"Figure 3D","no"
"6729",8423,"10_1016_j_canlet_2025_217456",2,11,282,"external validation","diagnostic",0.649,0.566,0.733,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6D4","no"
"5120",6396,"10_3390_cancers17152515",3,58,751,"development","prognostic",0.847,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6f","no"
"146",192,"10_1016_j_jad_2025_119494",5,10,13395,"development","diagnostic",0.933,NA,NA,87.8,NA,NA,81.6,NA,NA,"yes","could not determine","Figure 2A","no"
"3203",4136,"10_2147_tcrm_s504745",5,12,68,"internal validation","prognostic",0.866,0.771,0.961,64.3,NA,NA,89.7,NA,NA,"yes","could not determine","Figure 4B","no"
"3073",3997,"10_2147_copd_s539307",1,12,145,"external validation","diagnostic",0.761,0.6562,0.8656,58.6,NA,NA,84.6,NA,NA,"yes","could not determine","Figure 5C","no"
"1244",1652,"10_1080_0886022x_2025_2509786",1,6,412,"development","prognostic",0.5661,NA,NA,59.54,NA,NA,51.68,NA,NA,"yes",NA,"Figure 3a","no"
"5378",6803,"10_3802_jgo_2025_36_e81",4,33,84,"external validation","diagnostic",0.912,NA,NA,85.2,NA,NA,100,NA,NA,"yes","red","Figure 6D","no"
"6881",8643,"10_1016_j_clnu_2025_02_023",3,12,166,"development","diagnostic",0.536,0.447,0.626,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4B","no"
"1273",1682,"10_1080_0886022x_2025_2474206",4,10,264,"external validation","prognostic",0.653,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4","no"
"1371",1789,"10_1080_07853890_2025_2544879",4,1,58,"development","prognostic",0.731,0.687,0.821,76.34,NA,NA,78.34,NA,NA,"yes","could not determine","Figure 1","no"
"5027",6303,"10_3390_cancers17081363",2,1,197,"development","diagnostic",0.7292,NA,NA,80,68,93,58,43,73,"yes","red","Figure 2","no"
"4238",5346,"10_3389_fmed_2025_1624899",1,13,413,"development","prognostic",0.91,NA,NA,80,NA,NA,86,NA,NA,"yes","could not determine","Figure 3G","no"
"6687",8364,"10_1016_j_biomaterials_2025_123286",3,1,20,"development","diagnostic",0.947,NA,NA,86.67,NA,NA,100,NA,NA,"yes",NA,"Figure 1C","no"
"2308",3101,"10_1177_17562864251374903",1,3,71,"development","prognostic",0.531,0.1178,0.1366,NA,NA,NA,NA,NA,NA,"yes","green","Figure 3a right panel","no"
"5488",6932,"10_1007_s00408-025-00807-5",1,2,247,"development","diagnostic",0.626,0.538,0.714,90.5,NA,NA,30.8,NA,NA,"yes","could not determine","Figure 5A","no"
"3002",3921,"10_2147_cia_s523443",5,3,1177,"development","diagnostic",0.787,0.682,0.892,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 2","no"
"3158",4082,"10_2147_jmdh_s517499",4,10,1812,"internal validation","diagnostic",0.942,NA,NA,89.8,NA,NA,82.9,NA,NA,"yes",NA,"Figure 3","no"
"22",22,"10_1002_lary_70286",5,4,612,"development","diagnostic",0.846,0.772,0.921,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3d","no"
"5787",7321,"10_1007_s10120-025-01614-w",1,22,1242,"development","prognostic",0.94,0.926,0.957,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3d","no"
"1540",2045,"10_1097_brs_0000000000005595",3,4,787,"development","prognostic",0.811,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2A","no"
"2116",2817,"10_1111_ppe_70065",1,13,NA,"development","prognostic",0.83,0.83,0.84,NA,NA,NA,NA,NA,NA,"yes","red","Figure 4A","no"
"1677",2183,"10_1097_js9_0000000000002077",4,1,93,"development","diagnostic",0.647,0.635,0.66,NA,NA,NA,NA,NA,NA,"yes","red","Figure 3A","no"
"882",1213,"10_1016_j_surg_2025_109656",4,49,327,"development","prognostic",0.53,NA,NA,NA,NA,NA,NA,NA,NA,"yes","grey","Figure 5A","no"
"4225",5333,"10_3389_fmed_2025_1608078",5,12,NA,"development","diagnostic",0.915,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5F","no"
"2626",3453,"10_1007_s00261-025-04873-4",3,19,545,"development","prognostic",0.91,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"3801",4887,"10_3389_fendo_2025_1697233",1,1,261,"development","diagnostic",0.77,0.767,0.775,75.7,70.7,80.7,65.9,60.2,71.6,"yes","could not determine","Figure 5A","no"
"5371",6796,"10_3802_jgo_2025_36_e81",4,26,135,"development","diagnostic",0.7654,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"4694",5866,"10_3389_fnut_2025_1674585",1,4,2924,"development","diagnostic",0.77,NA,NA,55,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2A","no"
"4608",5775,"10_3389_fnut_2025_1574063",4,20,7092,"development","diagnostic",0.962,NA,NA,94,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1c","no"
"6603",8222,"10_1016_j_ajo_2025_07_026",5,67,347,"development","prognostic",0.9,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"4021",5128,"10_3389_fmed_2025_1559707",1,1,185,"development","prognostic",0.82,0.76,0.88,72.4,NA,NA,82.7,NA,NA,"yes","black","Figure 1","no"
"2431",3247,"10_1186_s12931-025-03242-5",4,18,250,"development","diagnostic",0.892,NA,NA,86,NA,NA,84,NA,NA,"yes","green","Figure 4d","no"
"2031",2698,"10_1111_jcpe_14194",4,11,273,"development","prognostic",0.73,0.63,0.83,100,NA,NA,0,NA,NA,"yes","could not determine","Figure 2","no"
"4454",5606,"10_3389_fnagi_2025_1582687",3,3,500,"development","prognostic",0.853,NA,NA,82.6,NA,NA,88.1,NA,NA,"yes","could not determine","Figure 4A","no"
"6025",7579,"10_1007_s10815-025-03507-4",4,1,428,"development","prognostic",0.54,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"5344",6769,"10_5694_mja2_52718",2,4,15973,"development","prognostic",0.7,0.68,0.71,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7B","no"
"5743",7254,"10_1007_s00592-025-02496-1",5,6,712,"external validation","diagnostic",0.7879,NA,NA,79,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7","no"
"4867",6098,"10_3389_fpsyt_2025_1657696",2,1,105,"development","diagnostic",0.636,NA,NA,84,NA,NA,47,NA,NA,"yes","could not determine","Figure 7 (left panel)","no"
"5076",6352,"10_3390_cancers17152515",3,14,4189,"development","prognostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6b","no"
"5645",7089,"10_1007_s00467-025-07055-y",2,3,102,"development","prognostic",0.574,0.454,0.693,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"7463",9527,"10_1016_j_exger_2025_112784",2,4,195,"development","diagnostic",0.958,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"1311",1729,"10_1080_07853890_2025_2487636",5,9,11458,"development","prognostic",0.795,0.785,0.805,NA,NA,NA,NA,NA,NA,"yes","purple","Figure 1A","no"
"2299",3088,"10_1177_17534666251359139",2,3,289,"development","diagnostic",0.896,0.866,0.927,93.2,NA,NA,73.7,NA,NA,"yes","blue","Figure 3A","no"
"1292",1706,"10_1080_0886022x_2025_2561786",4,3,249,"development","diagnostic",0.799,0.717,0.882,78,65.9,80.2,75.5,68.8,80.1,"yes","could not determine","Figure 2C","no"
"1780",2294,"10_1097_js9_0000000000002850",4,4,33,"external validation","diagnostic",0.831,0.688,0.974,76.9,NA,NA,76.9,NA,NA,"yes","red","Figure 4","no"
"2909",3780,"10_1364_boe_568647",3,3,220,"development","diagnostic",0.946,NA,NA,96.6,NA,NA,89,NA,NA,"yes","could not determine","Figure 4C","no"
"4790",5963,"10_3389_fphar_2025_1602191",3,4,682,"development","diagnostic",0.8508,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 3A","no"
"3258",4210,"10_3174_ajnr_a8833",2,1,9,"development","diagnostic",0.73,0.64,0.81,63,NA,NA,83,NA,NA,"yes",NA,"Figure 2A","no"
"4570",5737,"10_3389_fnut_2025_1560655",5,27,525,"development","prognostic",0.589,0.55,0.628,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"958",1299,"10_1016_j_tjpad_2025_100216",4,2,35,"development","diagnostic",0.649,0.487,0.812,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"2113",2814,"10_1111_ppe_70065",1,10,NA,"development","prognostic",0.68,0.67,0.69,NA,NA,NA,NA,NA,NA,"yes","red","Figure 3B","no"
"7685",9816,"10_1016_j_ijmedinf_2025_106120",4,8,497,"development","diagnostic",0.9597,0.9386,0.9737,95.42,90.86,97.77,96.51,94,97.99,"yes","could not determine","could not determine","no"
"1802",2333,"10_1097_pas_0000000000002393",5,3,189,"development","diagnostic",0.873,0.817,0.917,80.2,NA,NA,91.3,NA,NA,"yes","could not determine","Figure 6","no"
"5556",7000,"10_3389_fmolb_2025_1657284",1,1,348,"development","diagnostic",0.7874,0.7379,0.8368,82.18,NA,NA,70.11,NA,NA,"yes","blue","Figure 5C","no"
"3549",4611,"10_3389_fendo_2025_1504878",4,2,1463,"development","diagnostic",0.5681,0.5215,0.6147,41.28,NA,NA,71.49,NA,NA,"yes","could not determine","Figure 4","no"
"5955",7492,"10_1007_s10571-025-01636-z",3,3,53,"development","prognostic",0.73,0.59,0.88,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 5C","no"
"1939",2605,"10_1111_eci_70052",2,12,385,"development","prognostic",0.71,0.57,0.84,55,NA,NA,84,NA,NA,"yes","could not determine","Figure 2A","no"
"2598",3425,"10_1007_s00261-025-04830-1",1,1,105,"development","diagnostic",0.74,NA,NA,53.8,NA,NA,81.8,NA,NA,"yes","could not determine","Figure 2","no"
"987",1340,"10_1016_j_ultrasmedbio_2025_09_021",3,21,49,"internal validation","diagnostic",0.73,0.59,0.87,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7b","no"
"7051",8948,"10_1016_j_compmedimag_2025_102636",1,6,204,"development","diagnostic",0.824,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5C","no"
"5542",6986,"10_3389_fcell_2025_1677290",1,3,641,"development","prognostic",0.878,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3E","no"
"3418",4399,"10_3389_fcvm_2025_1614979",2,2,69,"development","diagnostic",0.705,0.548,0.845,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 14B","no"
