"","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"4934","10_3389_fendo_2025_1694959",4,"1",10811,"development","diagnostic",0.398,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6A","no"
"4935","10_3389_fendo_2025_1694959",4,"2",10811,"development","diagnostic",0.712,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6B","no"
"4936","10_3389_fendo_2025_1694959",4,"3",10811,"development","diagnostic",0.704,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6C","no"
"4937","10_3389_fendo_2025_1694959",4,"4",437,"development","diagnostic",0.479,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6D","no"
"4938","10_3389_fendo_2025_1694959",4,"5",437,"development","diagnostic",0.618,NA,NA,72.1,NA,NA,46.3,NA,NA,"yes","could not determine","Figure 6E","no"
"4939","10_3389_fendo_2025_1694959",4,"6",437,"development","diagnostic",0.589,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6F","no"
"4940","10_3389_fendo_2025_1695573",5,"1",254,"development","diagnostic",0.643,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4941","10_3389_fendo_2025_1695573",5,"2",254,"development","diagnostic",0.642,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4942","10_3389_fendo_2025_1695573",5,"3",254,"development","diagnostic",0.639,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4943","10_3389_fendo_2025_1695573",5,"4",254,"development","diagnostic",0.668,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4944","10_3389_fendo_2025_1695573",5,"5",254,"development","diagnostic",0.753,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4945","10_3389_fendo_2025_1695573",5,"6",254,"development","diagnostic",0.805,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4946","10_3389_fendo_2025_1695573",5,"7",254,"development","diagnostic",0.804,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4947","10_3389_fendo_2025_1695573",5,"8",254,"development","diagnostic",0.773,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"4948","10_3389_fendo_2025_1695573",5,"9",254,"development","diagnostic",0.948,0.906,0.991,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"4949","10_3389_fmed_2025_1456857",1,"1",296,"development","diagnostic",0.75,0.67,0.84,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3A","no"
"4950","10_3389_fmed_2025_1456857",1,"2",75,"internal validation","diagnostic",0.76,0.56,0.97,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3B","no"
"4951","10_3389_fmed_2025_1467771",2,"1",247,"development","prognostic",0.81,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"4952","10_3389_fmed_2025_1467771",2,"2",247,"development","prognostic",0.679,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"4953","10_3389_fmed_2025_1467771",2,"3",247,"development","prognostic",0.738,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"4954","10_3389_fmed_2025_1467771",2,"4",247,"development","prognostic",0.848,0.781,0.914,73.5,NA,NA,87.5,NA,NA,"yes","could not determine","Figure 3","no"
"4955","10_3389_fmed_2025_1471746",3,"1",503,"internal validation","diagnostic",1,NA,NA,100,NA,NA,99,NA,NA,"yes",NA,"Supplementary Figure S1","no"
"4956","10_3389_fmed_2025_1471746",3,"2",503,"internal validation","diagnostic",1,NA,NA,100,NA,NA,100,NA,NA,"yes",NA,"Supplementary Figure S1","no"
"4957","10_3389_fmed_2025_1471746",3,"3",503,"internal validation","diagnostic",1,NA,NA,100,NA,NA,100,NA,NA,"yes",NA,"Supplementary Figure S1","no"
"4958","10_3389_fmed_2025_1471746",3,"4",503,"internal validation","diagnostic",0.93,NA,NA,81,NA,NA,85,NA,NA,"yes",NA,"Supplementary Figure S1","no"
"4959","10_3389_fmed_2025_1471746",3,"5",503,"external validation","diagnostic",0.89,NA,NA,61,NA,NA,92,NA,NA,"yes",NA,"Figure 2A","no"
"4960","10_3389_fmed_2025_1471746",3,"6",503,"external validation","diagnostic",0.9,NA,NA,60,NA,NA,92,NA,NA,"yes",NA,"Figure 2B","no"
"4961","10_3389_fmed_2025_1471746",3,"7",503,"external validation","diagnostic",0.88,NA,NA,60,NA,NA,92,NA,NA,"yes",NA,"Figure 2C","no"
"4962","10_3389_fmed_2025_1471746",3,"8",503,"external validation","diagnostic",0.91,NA,NA,80,NA,NA,85,NA,NA,"yes",NA,"Figure 2D","no"
"4963","10_3389_fmed_2025_1471746",3,"9",503,"development","diagnostic",0.95,0.93,0.97,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6A","no"
"4964","10_3389_fmed_2025_1471746",3,"10",186,"external validation","diagnostic",0.9,0.84,0.95,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6D","no"
"4965","10_3389_fmed_2025_1471746",3,"11",503,"development","diagnostic",0.8,0.74,0.86,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6A","no"
"4966","10_3389_fmed_2025_1471746",3,"12",186,"external validation","diagnostic",0.76,0.66,0.85,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6D","no"
"4967","10_3389_fendo_2025_1701729",4,"1",13047,"internal validation","diagnostic",0.78,0.77,0.79,82,80,83,68,67,69,"yes","could not determine","could not determine","no"
"4968","10_3389_fendo_2025_1701729",4,"2",13047,"internal validation","diagnostic",0.75,0.74,0.76,75,74,77,72,71,73,"yes","could not determine","could not determine","no"
"4969","10_3389_fendo_2025_1701729",4,"3",13047,"internal validation","diagnostic",0.78,0.77,0.79,82,81,83,67,66,68,"yes","could not determine","could not determine","no"
"4970","10_3389_fendo_2025_1701729",4,"4",13047,"internal validation","diagnostic",0.9,0.89,0.9,86,85,87,78,77,79,"yes","could not determine","could not determine","no"
"4971","10_3389_fendo_2025_1701729",4,"5",13047,"internal validation","diagnostic",0.87,0.87,0.88,87,86,88,78,77,79,"yes","could not determine","could not determine","no"
"4972","10_3389_fendo_2025_1701729",4,"6",13047,"internal validation","diagnostic",0.91,0.9,0.91,90,89,91,76,75,77,"yes","could not determine","could not determine","no"
"4973","10_3389_fendo_2025_1701729",4,"7",13047,"internal validation","diagnostic",0.9,0.9,0.91,86,85,87,79,78,80,"yes","could not determine","could not determine","no"
"4974","10_3389_fendo_2025_1701729",4,"8",13047,"internal validation","diagnostic",0.91,0.9,0.91,90,89,91,76,75,77,"yes","could not determine","could not determine","no"
"4975","10_3389_fendo_2025_1701729",4,"9",13047,"internal validation","diagnostic",0.91,0.91,0.92,89,88,90,78,77,79,"yes","could not determine","could not determine","no"
"4976","10_3389_fendo_2025_1701729",4,"10",1335,"external validation","diagnostic",0.74,0.71,0.77,75,70,79,66,63,69,"yes","could not determine","could not determine","no"
"4977","10_3389_fendo_2025_1701729",4,"11",1335,"external validation","diagnostic",0.69,0.67,0.72,66,61,70,73,71,76,"yes","could not determine","could not determine","no"
"4978","10_3389_fendo_2025_1701729",4,"12",1335,"external validation","diagnostic",0.74,0.71,0.77,76,71,80,66,63,69,"yes","could not determine","could not determine","no"
"4979","10_3389_fendo_2025_1701729",4,"13",1335,"external validation","diagnostic",0.88,0.86,0.9,88,85,91,73,70,76,"yes","could not determine","could not determine","no"
"4980","10_3389_fendo_2025_1701729",4,"14",1335,"external validation","diagnostic",0.85,0.83,0.88,88,85,92,69,66,72,"yes","could not determine","could not determine","no"
"4981","10_3389_fendo_2025_1701729",4,"15",1335,"external validation","diagnostic",0.88,0.86,0.9,90,87,93,70,67,73,"yes","could not determine","could not determine","no"
"4982","10_3389_fendo_2025_1701729",4,"16",1335,"external validation","diagnostic",0.89,0.87,0.9,88,85,91,72,70,75,"yes","could not determine","could not determine","no"
"4983","10_3389_fendo_2025_1701729",4,"17",1335,"external validation","diagnostic",0.88,0.86,0.9,92,89,95,66,63,69,"yes","could not determine","could not determine","no"
"4984","10_3389_fendo_2025_1701729",4,"18",1335,"external validation","diagnostic",0.88,0.87,0.9,89,86,92,71,68,74,"yes","could not determine","could not determine","no"
"4985","10_3389_fmed_2025_1450818",5,"1",1707,"development","prognostic",0.517,0.434,0.6,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"4986","10_3389_fmed_2025_1450818",5,"2",1707,"development","prognostic",0.59,0.488,0.692,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"4987","10_3389_fmed_2025_1450818",5,"3",1707,"development","prognostic",0.582,0.562,0.602,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"4988","10_3389_fmed_2025_1450818",5,"4",1707,"development","prognostic",0.617,0.589,0.645,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"4989","10_3389_fmed_2025_1490346",1,"1",201,"development","diagnostic",0.97,0.95,0.99,92.7,84.7,100,95.6,92.5,98.8,"yes",NA,"Figure 6","no"
"4990","10_3389_fmed_2025_1502830",2,"2",610,"development","diagnostic",0.86,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 9B","no"
"4991","10_3389_fmed_2025_1502830",2,"3",610,"development","diagnostic",0.79,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 10B","no"
"4992","10_3389_fmed_2025_1515940",3,"1",2095,"development","prognostic",0.61,0.589,0.631,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3","no"
"4993","10_3389_fmed_2025_1515940",3,"2",2095,"development","prognostic",0.575,0.553,0.596,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3","no"
"4994","10_3389_fmed_2025_1515940",3,"3",2095,"development","prognostic",0.553,0.531,0.574,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3","no"
"4995","10_3389_fmed_2025_1476722",4,"1",282,"internal validation","prognostic",0.766,0.678,0.854,70.27,NA,NA,73.2,NA,NA,"yes",NA,"Figure 6A","no"
"4996","10_3389_fmed_2025_1476722",4,"2",229,"external validation","prognostic",0.759,0.67,0.848,67.74,NA,NA,74.32,NA,NA,"yes",NA,"Figure 6D","no"
"4997","10_3389_fmed_2025_1489842",5,"1",215,"development","diagnostic",0.633,0.529,0.736,52.9,NA,NA,70.2,NA,NA,"yes",NA,"Figure 2","no"
"4998","10_3389_fmed_2025_1489842",5,"2",215,"development","diagnostic",0.666,0.567,0.764,73.5,NA,NA,60.2,NA,NA,"yes",NA,"Figure 2","no"
"4999","10_3389_fmed_2025_1489842",5,"3",215,"development","diagnostic",0.762,0.665,0.858,64.7,NA,NA,85.6,NA,NA,"yes",NA,"Figure 2","no"
"5000","10_3389_fmed_2025_1526144",1,"1",714,"development","diagnostic",0.76,0.721,0.799,68.1,NA,NA,73.5,NA,NA,"yes","could not determine","Figure 4A","no"
"5001","10_3389_fmed_2025_1526144",1,"2",714,"internal validation","diagnostic",0.764,0.728,0.806,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"5002","10_3389_fmed_2025_1528154",2,"1",621,"development","diagnostic",0.737,0.693,0.779,71.9,NA,NA,67,NA,NA,"yes","red","Figure 6A","no"
"5003","10_3389_fmed_2025_1528154",2,"2",220,"external validation","diagnostic",0.683,0.614,0.772,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6B","no"
"5004","10_3389_fmed_2025_1529648",3,"1",61,"development","diagnostic",0.791,0.671,0.911,93.6,NA,NA,63.3,NA,NA,"yes","could not determine","Figure 6A","no"
"5005","10_3389_fmed_2025_1529648",3,"2",61,"development","diagnostic",0.502,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5A","no"
"5006","10_3389_fmed_2025_1529648",3,"3",61,"development","diagnostic",0.791,0.671,0.911,93.6,NA,NA,63.3,NA,NA,"yes","could not determine","Figure 6A","no"
"5007","10_3389_fmed_2025_1529648",3,"4",95,"development","diagnostic",0.927,0.858,0.997,93.9,NA,NA,86.7,NA,NA,"yes","could not determine","Figure 4B","no"
"5008","10_3389_fmed_2025_1529648",3,"5",95,"development","diagnostic",0.968,0.936,0.999,92.3,NA,NA,96.7,NA,NA,"yes","could not determine","Figure 5B","no"
"5009","10_3389_fmed_2025_1529648",3,"6",95,"development","diagnostic",0.984,0.959,1,95.4,NA,NA,96.7,NA,NA,"yes","could not determine","Figure 6B","no"
"5010","10_3389_fmed_2025_1529648",3,"7",96,"development","diagnostic",0.881,0.81,0.952,81.5,NA,NA,90.3,NA,NA,"yes","could not determine","Figure 4C","no"
"5011","10_3389_fmed_2025_1529648",3,"8",96,"development","diagnostic",0.977,0.953,1,92.3,NA,NA,93.6,NA,NA,"yes","could not determine","Figure 5C","no"
"5012","10_3389_fmed_2025_1529648",3,"9",96,"development","diagnostic",0.982,0.953,1,93.9,NA,NA,100,NA,NA,"yes","could not determine","Figure 6C","no"
"5013","10_3389_fmed_2025_1529648",3,"10",126,"development","diagnostic",0.883,0.806,0.96,79.3,NA,NA,86.7,NA,NA,"yes","could not determine","Figure 4D","no"
"5014","10_3389_fmed_2025_1529648",3,"11",126,"development","diagnostic",0.816,0.743,0.889,64.6,NA,NA,96.7,NA,NA,"yes","could not determine","Figure 5D","no"
"5015","10_3389_fmed_2025_1529648",3,"12",126,"development","diagnostic",0.912,0.858,0.965,87.5,NA,NA,83.3,NA,NA,"yes","could not determine","Figure 6D","no"
"5016","10_3389_fmed_2025_1529648",3,"13",126,"development","diagnostic",0.726,0.637,0.815,63.4,NA,NA,86.4,NA,NA,"yes","could not determine","Figure 8A","no"
"5017","10_3389_fmed_2025_1529648",3,"14",126,"development","diagnostic",0.974,0.952,0.996,89,NA,NA,95.5,NA,NA,"yes","could not determine","Figure 8B","no"
"5018","10_3389_fmed_2025_1529648",3,"15",126,"development","diagnostic",0.974,0.952,0.996,89,NA,NA,95.5,NA,NA,"yes","could not determine","Figure 8C","no"
"5019","10_3389_fmed_2025_1516207",4,"1",318,"development","diagnostic",0.651,0.568,0.733,40,NA,NA,90.1,NA,NA,"yes","green","Figure 2","no"
"5020","10_3389_fmed_2025_1516207",4,"2",318,"development","diagnostic",0.592,0.515,0.669,61.5,NA,NA,56.9,NA,NA,"yes","yellow","Figure 2","no"
"5021","10_3389_fmed_2025_1516207",4,"3",318,"development","diagnostic",0.722,0.652,0.793,56.9,NA,NA,76.3,NA,NA,"yes","orange","Figure 2","no"
"5022","10_3389_fmed_2025_1516207",4,"4",318,"development","diagnostic",0.809,0.753,0.865,64.6,NA,NA,82.6,NA,NA,"yes","blue","Figure 2","no"
"5023","10_3389_fmed_2025_1516207",4,"5",267,"development","diagnostic",0.591,0.495,0.687,61.5,NA,NA,56.6,NA,NA,"yes","could not determine","Figure 3","no"
"5024","10_3389_fmed_2025_1516207",4,"6",267,"development","diagnostic",0.764,0.689,0.839,76.9,NA,NA,65.8,NA,NA,"yes","could not determine","Figure 3","no"
"5025","10_3389_fmed_2025_1516207",4,"7",267,"development","diagnostic",0.771,0.699,0.844,82.1,NA,NA,62.8,NA,NA,"yes","could not determine","Figure 3","no"
"5026","10_3389_fmed_2025_1516207",4,"8",51,"development","diagnostic",0.706,0.56,0.852,69.2,NA,NA,72,NA,NA,"yes","could not determine","Figure 4","no"
"5027","10_3389_fmed_2025_1516207",4,"9",51,"development","diagnostic",0.702,0.554,0.849,92.3,NA,NA,48,NA,NA,"yes","could not determine","Figure 4","no"
"5028","10_3389_fmed_2025_1516207",4,"10",51,"development","diagnostic",0.802,0.68,0.923,61.5,NA,NA,84,NA,NA,"yes","could not determine","Figure 4","no"
"5029","10_3389_fmed_2025_1525100",5,"2",35,"development","diagnostic",0.882,NA,NA,80,NA,NA,92.6,NA,NA,"yes","could not determine","Figure 4D","no"
"5030","10_1007_s00330-025-11921-6",1,"1",151,"development","diagnostic",0.728,0.5574,0.898,62.6,NA,NA,78.2,NA,NA,"yes","could not determine","Figure 6a","no"
"5031","10_1007_s00330-025-11921-6",1,"2",151,"development","diagnostic",0.751,0.5899,0.9117,54.3,NA,NA,73.7,NA,NA,"yes","could not determine","Figure 6a","no"
"5032","10_1007_s00330-025-11921-6",1,"3",151,"development","diagnostic",0.902,0.7957,0.9813,80.4,NA,NA,88.6,NA,NA,"yes","could not determine","Figure 6a","no"
"5033","10_1007_s00330-025-11981-8",2,"1",124,"development","diagnostic",0.82,0.74,0.9,89,NA,NA,62,NA,NA,"yes","blue","Figure 3a","no"
"5034","10_1007_s00330-025-11981-8",2,"2",31,"internal validation","diagnostic",0.85,0.72,0.98,64,39,89,88,73,100,"yes","orange","Figure 3a","no"
"5035","10_1007_s00330-025-11981-8",2,"3",62,"external validation","diagnostic",0.89,0.8,0.99,84,73,94,85,65,100,"yes","red","Figure 3a","no"
"5036","10_1007_s00330-025-11981-8",2,"4",124,"development","diagnostic",0.87,0.8,0.93,87,NA,NA,66,NA,NA,"yes","blue","Figure 3b","no"
"5037","10_1007_s00330-025-11981-8",2,"5",31,"internal validation","diagnostic",0.8,0.65,0.96,57,31,83,88,73,100,"yes","orange","Figure 3b","no"
"5038","10_1007_s00330-025-11981-8",2,"6",62,"external validation","diagnostic",0.96,0.92,1,85,73,96,88,73,100,"yes","red","Figure 3b","no"
"5039","10_1007_s00330-025-11981-8",2,"7",124,"development","diagnostic",0.91,0.86,0.97,87,NA,NA,73,NA,NA,"yes","blue","Figure 3c","no"
"5040","10_1007_s00330-025-11981-8",2,"8",31,"internal validation","diagnostic",0.85,0.72,0.99,71,48,95,76,56,97,"yes","orange","Figure 3c","no"
"5041","10_1007_s00330-025-11981-8",2,"9",62,"external validation","diagnostic",0.96,0.92,1,86,76,96,76,56,97,"yes","red","Figure 3c","no"
"5042","10_1007_s00330-025-11981-8",2,"10",124,"development","diagnostic",0.84,0.77,0.91,90,NA,NA,54,NA,NA,"yes","blue","Figure 3d","no"
"5043","10_1007_s00330-025-11981-8",2,"11",31,"internal validation","diagnostic",0.77,0.59,0.96,91,80,100,80,60,100,"yes","orange","Figure 3d","no"
"5044","10_1007_s00330-025-11981-8",2,"12",62,"external validation","diagnostic",0.91,0.84,0.98,73,61,86,92,78,100,"yes","red","Figure 3d","no"
"5045","10_1007_s00330-025-11981-8",2,"13",124,"development","diagnostic",0.93,0.88,0.97,90,NA,NA,78,NA,NA,"yes","blue","Figure 3e","no"
"5046","10_1007_s00330-025-11981-8",2,"14",31,"internal validation","diagnostic",0.86,0.7,1,86,67,100,82,64,100,"yes","orange","Figure 3e","no"
"5047","10_1007_s00330-025-11981-8",2,"15",62,"external validation","diagnostic",0.96,0.9,1,88,79,97,85,65,100,"yes","red","Figure 3e","no"
"5048","10_1007_s00330-025-12052-8",3,"1",3121,"development","diagnostic",0.85,NA,NA,76,NA,NA,81,NA,NA,"yes","blue","Figure 3","no"
"5049","10_1007_s00330-025-12052-8",3,"2",448,"external validation","diagnostic",0.78,NA,NA,70,NA,NA,80,NA,NA,"yes","green","Figure 3","no"
"5050","10_1007_s00330-025-11776-x",5,"1",927,"development","diagnostic",0.98,0.97,0.99,92,NA,NA,96,NA,NA,"yes","could not determine","Figure 4f","no"
"5051","10_1007_s00330-025-11776-x",5,"2",616,"internal validation","diagnostic",0.96,0.94,0.98,86,NA,NA,91,NA,NA,"yes","could not determine","Figure 4f","no"
"5052","10_1007_s00330-025-11776-x",5,"3",511,"external validation","diagnostic",0.86,0.81,0.9,87,NA,NA,76,NA,NA,"yes","could not determine","Figure 4f","no"
"5053","10_3389_fmed_2025_1535415",1,"1",2300,"development","diagnostic",0.637,0.602,0.672,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(a)","no"
"5054","10_3389_fmed_2025_1535415",1,"2",2300,"development","diagnostic",0.634,0.599,0.669,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(b)","no"
"5055","10_3389_fmed_2025_1535415",1,"3",2300,"development","diagnostic",0.619,0.585,0.653,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(c)","no"
"5056","10_3389_fmed_2025_1535415",1,"4",2300,"development","diagnostic",0.62,0.587,0.654,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(d)","no"
"5057","10_3389_fmed_2025_1535415",1,"5",2300,"development","diagnostic",0.659,0.626,0.692,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(e)","no"
"5058","10_3389_fmed_2025_1535415",1,"6",2300,"development","diagnostic",0.657,0.623,0.691,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A(f)","no"
"5059","10_3389_fmed_2025_1535415",1,"7",2300,"development","diagnostic",0.831,0.806,0.856,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(a)","no"
"5060","10_3389_fmed_2025_1535415",1,"8",2300,"development","diagnostic",0.831,0.806,0.855,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(b)","no"
"5061","10_3389_fmed_2025_1535415",1,"9",2300,"development","diagnostic",0.83,0.805,0.855,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(c)","no"
"5062","10_3389_fmed_2025_1535415",1,"10",2300,"development","diagnostic",0.829,0.804,0.854,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(d)","no"
"5063","10_3389_fmed_2025_1535415",1,"11",2300,"development","diagnostic",0.83,0.805,0.854,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(e)","no"
"5064","10_3389_fmed_2025_1535415",1,"12",2300,"development","diagnostic",0.83,0.806,0.855,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(f)","no"
"5065","10_3389_fmed_2025_1536090",2,"1",629,"development","diagnostic",0.6,0.545,0.655,83.7,NA,NA,35.2,NA,NA,"yes","could not determine","Figure 4A","no"
"5066","10_3389_fmed_2025_1536090",2,"2",629,"development","diagnostic",0.586,0.53,0.641,93.9,NA,NA,23.4,NA,NA,"yes","could not determine","Figure 4A","no"
"5067","10_3389_fmed_2025_1536090",2,"3",629,"development","diagnostic",0.575,0.516,0.634,90.8,NA,NA,24.3,NA,NA,"yes","could not determine","Figure 4A","no"
"5068","10_3389_fmed_2025_1536090",2,"4",629,"development","diagnostic",0.582,0.521,0.643,41.8,NA,NA,73.6,NA,NA,"yes","could not determine","Figure 4A","no"
"5069","10_3389_fmed_2025_1536090",2,"5",629,"development","diagnostic",0.729,0.673,0.784,78.6,NA,NA,60.6,NA,NA,"yes","could not determine","Figure 4A","no"
"5070","10_3389_fmed_2025_1536090",2,"6",629,"development","diagnostic",0.722,0.664,0.781,79.6,NA,NA,58,NA,NA,"yes","could not determine","Figure 4A","no"
